2011,02,2.7,6.3,5.7,9.3,9.7,6.7,6.3,5.3,3.0,2.7,7.0,3.7,2.7,4.0,4.3,3.3,3.7,2.7,5.0,4.0,2.7,2.7,2.7,1.0,1.7,3.7,2.7,2.0,,,
2011,03,5.0,5.7,3.7,1.3,3.3,3.0,3.7,2.3,4.7,5.7,7.3,2.7,1.7,2.0,4.3,7.0,5.3,5.3,3.7,3.7,2.0,2.0,3.7,4.0,2.3,4.3,2.0,2.3,3.0,2.7,7.0
2011,04,4.7,3.7,2.3,4.3,3.7,4.7,8.7,8.7,6.3,5.0,3.7,6.7,6.7,4.3,2.7,1.7,1.7,2.7,3.3,2.7,2.7,3.7,4.7,4.7,3.3,2.7,2.0,2.3,4.0,3.3,
2011,05,4.0,3.3,4.3,3.7,2.0,2.7,3.0,4.0,3.3,3.0,1.3,2.7,4.0,2.3,3.7,4.3,4.3,2.7,2.3,4.0,2.3,2.3,3.3,3.3,3.0,4.3,3.3,2.7,4.7,4.3,2.7
2011,06,6.3,5.0,4.3,4.0,4.3,5.3,3.0,4.3,4.0,3.0,3.0,2.0,2.7,3.0,3.0,2.0,3.7,5.0,7.0,4.7,5.7,2.7,4.7,4.7,4.0,3.7,3.3,3.0,2.0,5.7,
2011,07,4.7,5.3,7.0,4.0,3.7,2.3,3.0,4.3,2.3,2.3,5.7,3.0,3.7,5.7,4.3,3.7,4.7,4.7,3.7,5.3,5.0,4.3,4.7,3.7,3.3,2.3,2.0,3.0,3.3,5.7,3.0
2011,08,1.3,2.3,1.7,2.7,2.7,2.0,4.0,4.3,6.7,4.7,6.7,4.7,3.0,3.7,3.0,2.7,3.0,2.7,5.7,3.0,2.0,2.0,3.7,3.3,2.3,3.3,5.3,4.0,4.0,3.0,2.0
2011,09,2.0,3.0,2.3,2.0,4.0,4.7,6.3,6.3,4.0,2.7,1.7,5.0,4.7,4.0,3.7,2.3,2.0,3.7,2.7,2.7,1.3,4.7,1.7,1.7,1.7,2.3,2.3,1.7,1.7,2.7,
2011,10,1.7,2.3,3.3,6.0,5.0,6.3,5.0,4.7,5.0,7.3,8.3,3.3,3.3,3.3,2.0,2.7,2.3,4.3,4.3,4.7,2.3,2.3,3.0,5.3,4.3,2.3,4.0,2.3,1.7,1.3,2.0
2011,11,3.0,2.0,3.0,2.3,2.7,3.7,5.3,2.7,1.3,3.3,4.3,2.0,1.7,1.7,1.7,2.0,2.3,3.0,1.7,1.7,1.7,2.0,1.3,1.7,2.7,7.3,7.0,2.7,2.7,1.7,
2011,12,2.0,2.3,7.3,7.0,8.7,5.7,7.3,9.0,7.0,6.3,2.3,3.3,2.7,7.7,5.3,8.3,5.7,6.3,4.7,3.0,5.0,3.3,5.3,6.7,6.7,6.0,3.7,4.0,8.7,7.3,4.0
2012,01,3.7,3.7,8.3,8.7,10.3,8.0,7.0,6.0,4.3,6.3,6.3,9.3,5.7,7.0,5.0,3.3,5.3,7.7,6.3,6.0,7.0,9.0,6.0,3.0,1.7,3.0,2.3,2.7,5.0,4.7,7.0
2012,02,4.7,3.3,2.3,3.3,3.0,3.7,5.3,2.3,4.7,3.0,2.7,3.3,5.0,5.0,10.7,5.3,7.3,6.3,5.7,3.7,5.3,4.3,9.3,9.7,6.3,6.0,4.3,7.0,4.3,,
2012,03,3.0,3.0,3.7,2.3,2.7,2.7,2.3,4.3,2.7,5.7,6.0,5.0,3.7,4.3,2.7,2.3,3.0,3.3,3.7,3.3,2.7,2.3,2.0,2.0,4.7,1.3,5.7,4.7,8.3,7.0,8.0
2012,04,5.0,4.3,3.3,5.7,4.0,2.7,5.7,6.3,4.3,4.0,2.7,4.7,4.0,4.0,6.3,6.0,2.0,2.7,2.0,3.7,4.0,4.3,4.3,5.0,4.0,3.7,2.0,3.7,4.0,3.7,
2012,05,1.7,2.7,3.3,2.3,3.0,3.7,1.7,2.3,2.3,3.0,3.0,4.7,4.3,2.0,2.3,5.0,4.7,3.7,2.7,4.3,6.3,3.7,3.7,5.3,3.7,3.7,3.0,2.7,3.3,4.0,3.0
2012,06,6.3,3.7,3.3,2.7,4.7,3.0,3.3,5.0,5.0,3.0,1.7,2.3,4.0,2.3,2.7,2.0,3.3,3.0,4.0,2.3,3.7,4.3,3.0,3.7,6.0,4.0,4.0,2.3,2.7,2.7,
2012,07,5.7,5.3,2.0,2.7,1.7,2.7,1.7,2.3,4.0,3.3,5.0,6.3,3.0,5.7,4.0,3.3,6.7,5.3,6.0,5.0,3.0,3.0,3.0,4.0,2.7,2.7,2.7,3.7,4.7,3.7,2.3
2012,08,2.7,2.3,1.7,2.3,1.7,4.3,4.7,2.3,2.3,3.7,4.0,2.7,1.7,2.7,2.0,2.0,2.7,2.0,1.7,3.3,2.0,5.0,2.0,6.0,5.7,6.3,3.7,2.7,3.0,3.0,3.3
2012,09,3.0,2.7,1.7,1.7,2.7,3.7,3.7,4.0,2.7,2.0,4.0,2.0,3.7,5.7,3.3,2.0,2.0,2.3,4.7,2.7,2.7,5.0,2.3,3.0,2.7,2.3,6.3,5.0,2.7,2.7,
2012,10,2.0,3.7,3.7,5.3,5.7,6.3,4.3,3.3,3.7,2.7,3.3,2.3,4.0,3.3,4.3,3.0,3.0,2.7,1.3,1.3,1.7,1.7,2.7,1.0,5.0,3.7,6.3,4.0,3.0,5.7,3.3
2012,11,2.0,4.7,5.7,2.7,4.7,6.3,10.0,4.7,3.0,3.7,2.3,2.0,2.0,1.7,1.0,1.7,3.0,2.3,2.3,1.3,1.3,3.0,2.0,1.7,3.7,3.0,1.7,3.0,6.0,4.0,
2012,12,2.7,4.0,3.7,4.7,2.3,5.3,3.3,3.0,6.7,5.0,5.0,4.7,2.3,4.3,3.0,4.0,3.0,1.7,2.3,2.7,2.3,1.7,2.7,2.3,3.3,7.7,7.0,4.0,3.7,3.0,4.3
2013,01,3.3,5.7,9.0,5.3,6.0,5.7,1.7,3.7,4.7,5.7,5.3,3.3,3.3,2.0,2.7,2.7,5.7,4.3,2.0,3.7,2.3,2.7,2.0,2.7,3.0,2.7,3.7,4.7,9.7,7.7,9.3
2013,02,6.0,5.7,5.7,8.7,5.3,3.0,2.0,3.7,2.7,2.3,3.7,4.0,3.3,1.7,2.0,1.0,1.3,2.0,6.3,5.3,3.0,5.3,3.3,2.7,2.0,5.7,3.0,2.0,,,
2013,03,3.3,2.7,3.7,3.3,3.3,2.3,2.3,3.0,1.7,2.0,4.3,3.7,4.7,3.7,3.7,3.3,6.7,5.0,4.3,3.7,5.3,4.7,6.7,8.0,7.7,6.0,3.7,3.7,4.3,4.0,5.3
2013,04,3.0,5.0,4.3,3.3,4.0,3.3,2.7,3.7,2.3,5.7,4.7,5.7,7.0,3.0,3.0,2.0,2.3,3.3,2.7,4.0,4.3,2.7,4.7,3.3,2.7,3.3,4.3,3.3,3.0,4.3,
2013,05,3.3,3.0,4.7,1.7,2.7,3.0,4.7,3.3,2.7,3.3,3.0,3.3,5.3,4.3,5.0,6.0,5.7,4.7,3.7,4.0,2.7,4.3,1.7,4.0,3.3,7.0,5.0,5.0,3.0,3.7,3.0
2013,06,5.3,5.3,4.3,4.7,4.7,2.0,2.3,2.0,2.3,3.3,4.0,1.7,2.7,2.7,2.3,3.0,3.0,2.0,4.7,3.7,4.0,2.3,4.3,2.7,5.0,4.3,2.7,2.3,4.3,4.3,
2013,07,2.7,2.3,4.0,2.0,3.3,3.7,3.0,2.3,2.7,4.7,3.7,3.0,2.7,3.3,4.3,2.3,2.7,2.0,3.0,3.0,2.3,1.7,3.0,3.0,2.3,1.3,1.7,2.0,3.3,5.3,4.0
2013,08,2.3,2.7,2.0,4.0,2.0,6.0,2.7,2.3,4.3,3.0,2.3,3.0,4.3,2.7,2.0,2.0,1.7,3.0,2.7,3.3,2.3,2.7,2.7,3.3,5.3,3.7,3.3,3.0,3.0,2.0,4.7
2013,09,4.3,6.7,5.0,1.7,2.3,4.0,3.7,3.0,6.0,3.3,5.3,2.7,4.3,4.7,3.3,4.7,5.7,3.3,6.0,5.0,3.0,4.0,5.7,3.7,2.0,5.7,1.0,2.0,6.3,5.7,
2013,10,3.3,3.3,4.0,5.0,2.7,1.3,2.0,2.0,4.0,4.3,4.3,2.0,4.0,2.0,4.3,3.7,6.3,3.3,2.3,3.0,5.7,2.0,1.7,4.7,1.3,4.3,7.0,5.0,6.7,4.0,2.0
2013,11,4.7,5.3,5.7,4.0,4.7,6.0,7.3,3.3,5.3,3.7,3.0,1.0,2.7,1.3,1.3,1.7,2.7,2.0,3.7,3.3,3.3,3.0,4.7,7.3,5.7,5.0,4.0,7.3,6.7,6.3,
2013,12,4.7,2.7,1.7,4.0,10.0,10.3,8.0,7.0,7.7,2.3,1.7,1.7,2.0,5.3,6.0,1.7,1.3,2.0,2.3,3.7,2.7,4.7,5.3,3.7,3.0,3.3,4.0,2.3,5.0,3.7,1.0
2014,01,2.3,2.0,3.7,3.3,4.0,3.0,4.0,5.3,4.3,7.0,5.0,5.3,3.3,2.0,3.7,2.0,3.0,2.0,2.3,3.3,3.0,2.3,3.3,2.3,3.0,1.7,3.0,1.7,5.7,5.0,2.3
2014,02,3.3,1.7,3.7,3.0,3.3,3.7,3.7,3.0,4.0,4.0,5.3,4.0,2.3,6.0,3.3,5.7,3.7,3.3,5.0,2.7,5.3,3.7,3.0,3.0,2.3,1.7,2.7,3.3,,,
2014,03,2.7,1.7,3.7,3.0,2.3,4.0,1.3,2.0,2.3,2.3,3.0,2.0,1.3,3.0,8.7,10.3,6.7,5.7,7.7,4.3,5.3,3.3,5.0,4.7,1.7,4.3,6.0,1.7,3.0,1.7,3.7
2014,04,2.7,2.0,2.3,2.7,1.0,2.7,2.0,7.0,7.0,4.7,2.3,1.7,3.3,7.0,6.3,5.0,1.7,2.7,5.7,4.7,3.3,2.0,2.3,3.3,2.0,1.3,3.7,2.0,2.3,1.7,
2014,05,3.0,6.3,5.3,4.3,2.3,2.3,4.3,4.7,5.3,5.3,6.0,6.0,4.0,5.0,6.7,5.7,4.7,3.0,2.3,2.7,3.3,3.3,3.3,2.7,2.0,4.3,1.0,3.7,5.0,3.7,3.7
2014,06,4.0,3.7,3.0,2.7,4.0,2.3,2.7,2.3,3.3,2.0,2.7,3.7,4.0,4.3,3.3,2.7,3.3,2.0,4.3,5.3,4.3,3.7,3.0,3.0,4.0,3.0,2.7,3.0,4.7,2.7,
2014,07,2.3,1.7,2.3,4.0,4.0,3.7,4.0,2.3,5.7,3.3,4.0,3.3,1.7,3.7,1.3,2.3,2.0,1.7,2.0,2.3,3.0,4.3,4.0,4.7,2.3,2.3,2.3,2.0,1.3,2.3,4.0
2014,08,3.0,3.0,2.3,3.0,2.7,2.3,1.0,1.7,4.0,2.7,4.3,4.7,3.7,4.0,3.7,3.3,5.3,6.7,3.3,3.7,3.3,2.7,4.3,4.0,5.0,1.7,4.3,2.7,2.3,2.3,2.3
2014,09,3.3,3.7,2.7,3.3,2.0,1.3,1.3,2.0,4.0,2.3,3.7,3.3,2.7,3.7,2.0,2.3,5.0,2.7,2.3,2.3,5.7,5.7,4.3,2.7,4.0,4.7,2.7,1.7,2.3,1.3,
2014,10,2.0,1.7,1.7,3.0,3.0,4.3,3.0,2.7,3.7,1.0,2.3,3.0,1.0,2.7,3.3,5.0,4.0,3.0,3.7,5.0,4.0,6.0,7.0,1.7,2.0,2.3,2.7,3.0,2.3,2.0,1.7
2014,11,1.3,1.3,3.0,4.7,2.3,2.0,2.7,2.7,2.0,1.7,2.7,2.7,2.0,3.7,4.0,3.3,3.3,5.0,4.0,1.7,2.7,1.7,2.0,2.3,2.0,3.3,4.7,4.3,4.0,4.3,
2014,12,6.3,4.3,3.7,4.3,2.0,3.0,1.7,4.0,1.7,4.7,8.0,8.3,6.3,3.7,5.3,3.3,6.0,6.7,8.0,8.7,8.3,11.0,7.7,8.3,5.3,4.0,4.7,5.7,5.7,3.0,2.7
2015,01,4.7,7.7,6.0,5.7,5.3,2.7,3.0,5.7,11.7,12.3,8.0,8.7,5.0,7.3,3.7,4.0,2.3,2.7,3.0,1.7,3.0,3.7,4.7,4.0,4.0,4.7,5.3,5.7,6.0,6.3,6.7
2015,02,4.7,4.7,5.0,3.0,4.0,4.7,3.3,8.3,6.3,3.7,1.3,2.3,2.7,2.3,3.3,4.3,1.7,2.7,2.0,4.0,2.3,3.3,4.7,3.0,2.3,2.7,2.0,2.7,,,
2015,03,5.0,6.3,8.0,4.7,5.0,2.7,2.7,3.0,2.3,2.7,5.3,3.7,3.7,3.0,6.3,7.3,6.0,3.0,1.7,2.0,3.3,4.7,2.3,3.0,4.7,2.7,4.0,3.0,8.3,7.3,10.0
2015,04,9.0,8.0,6.0,3.0,3.3,4.0,3.3,4.3,2.3,2.0,4.0,3.7,5.3,4.7,5.3,4.3,2.7,3.7,3.0,5.0,5.3,3.7,1.7,3.3,4.3,3.7,2.7,6.3,2.7,4.0,
2015,05,2.0,2.7,3.0,2.7,3.0,4.3,4.3,2.7,4.0,4.3,2.0,2.7,2.0,6.0,2.0,3.7,4.0,2.7,4.3,3.3,3.0,3.0,4.3,2.7,3.7,4.7,5.0,4.0,2.7,5.3,3.0
2015,06,3.7,4.3,5.3,3.0,3.0,2.0,5.3,5.0,4.3,2.7,2.7,2.3,2.0,2.0,5.3,2.7,3.3,4.3,4.3,5.0,3.0,4.3,6.0,4.7,1.7,2.3,2.7,4.3,2.0,2.3,
2015,07,2.3,3.0,2.0,2.0,2.3,4.0,2.7,5.7,5.3,4.7,2.0,4.7,4.7,5.3,3.0,2.7,2.3,6.3,5.7,4.0,3.0,4.0,2.7,4.3,6.7,4.3,5.7,5.7,5.7,4.3,3.7
2015,08,3.3,3.7,1.7,3.3,2.0,2.0,2.3,4.3,4.3,2.7,2.3,3.0,5.3,3.3,4.3,2.3,3.3,3.0,3.7,2.3,2.3,3.0,4.7,4.3,4.7,3.0,3.0,4.3,2.0,1.7,2.7
2015,09,4.0,2.7,2.7,4.0,5.3,8.0,5.3,3.3,3.3,3.0,3.0,3.3,3.7,3.7,2.7,2.3,3.0,1.7,3.7,4.0,2.7,3.0,3.3,2.7,3.3,3.7,3.7,3.3,4.3,3.3,
2015,10,3.0,3.3,2.7,2.7,2.7,3.0,2.7,2.7,3.0,3.7,5.7,2.7,3.3,2.7,3.7,3.7,3.0,1.7,3.0,2.3,2.0,5.3,2.7,2.3,2.3,3.3,3.7,2.0,1.3,1.7,4.7
2015,11,3.0,1.3,1.7,2.0,1.7,2.7,5.0,3.3,5.7,7.3,5.3,4.3,6.3,7.0,9.7,5.7,7.3,9.3,8.3,5.3,4.7,4.3,4.0,3.3,3.3,2.7,1.7,6.7,10.3,8.3,
2015,12,5.0,4.3,3.0,4.7,3.3,5.7,4.3,2.7,3.7,4.7,6.7,6.0,7.3,1.7,2.7,3.3,4.7,4.7,2.3,3.0,4.7,6.3,5.0,2.3,4.7,7.3,8.3,2.3,4.3,4.3,2.0
2016,01,2.3,4.7,5.0,4.0,2.0,2.0,3.0,5.7,1.7,2.3,2.3,7.0,8.0,4.0,4.3,2.7,3.7,1.3,2.0,6.3,2.3,1.7,3.3,5.0,5.7,6.3,8.0,6.0,7.3,7.0,6.7
2016,02,5.7,8.3,5.0,6.3,5.7,3.3,3.0,7.3,5.7,5.3,6.0,3.0,2.0,3.7,3.0,5.0,4.7,2.0,3.7,7.7,10.7,9.7,2.7,3.7,2.3,3.0,3.7,4.0,5.7,,
2016,03,5.7,3.3,3.3,3.0,2.0,4.7,1.7,3.3,3.0,2.7,5.0,4.7,5.3,2.3,6.0,5.0,1.7,3.7,3.3,4.0,4.3,4.7,3.0,2.7,4.7,3.3,2.7,4.0,5.7,3.7,4.0
2016,04,4.7,3.7,1.7,1.7,2.3,5.3,3.7,1.7,3.3,4.7,2.3,2.0,2.0,4.3,4.3,5.0,3.3,2.3,3.7,3.3,2.0,4.0,3.3,4.0,3.3,5.3,5.7,4.0,2.7,2.7,
2016,05,4.7,3.7,3.7,5.0,3.0,4.3,4.7,5.7,5.3,4.3,4.3,4.3,5.0,4.7,5.7,3.7,5.0,3.0,2.7,3.7,3.0,3.7,2.3,4.3,3.0,2.7,3.0,1.7,3.0,2.7,2.3
2016,06,2.3,2.3,2.0,2.0,1.7,2.7,1.7,2.3,3.0,2.3,2.3,2.3,4.0,3.7,4.3,3.7,6.0,3.7,3.0,4.0,4.0,2.3,3.0,2.3,3.0,2.7,2.7,2.3,3.3,3.3,
2016,07,3.7,2.7,2.3,2.3,2.7,6.0,3.3,3.0,4.3,2.7,5.3,4.3,3.7,5.3,3.7,3.7,3.3,3.7,2.7,3.0,2.3,2.3,3.0,3.3,1.3,4.0,3.7,2.7,3.3,3.3,3.0
2016,08,3.7,4.3,4.7,4.0,3.3,3.3,4.0,4.3,3.3,4.7,3.3,5.0,5.7,3.3,2.3,3.3,3.0,2.3,2.3,3.3,4.7,4.3,2.7,2.3,3.3,3.0,2.3,2.7,3.7,3.7,2.3
2016,09,2.3,2.0,3.0,7.7,5.0,4.0,3.0,3.7,2.7,1.7,2.0,1.3,2.7,4.7,4.0,1.7,4.7,4.0,3.7,2.7,3.0,1.7,2.3,2.3,2.0,2.0,2.0,6.7,6.3,5.0,
2016,10,4.0,4.0,3.7,6.3,6.0,4.7,2.7,3.0,2.3,1.7,3.3,4.0,5.3,5.3,2.0,2.3,2.3,2.7,4.0,3.0,3.0,3.7,3.0,1.3,3.3,2.3,3.3,5.7,4.3,4.7,3.3
2016,11,5.3,5.7,4.3,2.7,2.3,3.0,5.7,3.7,3.3,3.7,5.0,3.7,1.7,2.0,5.7,6.0,5.7,4.7,3.7,3.7,1.3,2.0,1.7,3.0,2.7,3.0,4.7,4.7,3.7,6.7,
2016,12,8.3,5.7,2.3,2.0,1.7,4.0,3.3,5.0,6.7,5.3,7.7,5.3,2.0,3.3,3.0,3.3,3.0,2.3,2.7,4.0,2.3,2.7,2.7,6.7,9.0,6.0,8.7,5.0,2.0,1.7,1.7
2017,01,1.0,7.0,8.3,9.3,6.0,4.7,5.0,2.0,2.3,4.0,4.7,6.7,9.7,7.7,5.3,4.0,2.7,2.3,1.7,1.3,1.3,2.3,2.3,2.3,1.7,4.7,1.3,2.3,1.7,3.3,3.0
2017,02,2.3,2.7,1.3,1.7,3.7,2.7,2.7,3.0,4.7,6.0,3.3,3.3,3.7,1.7,2.0,2.7,4.0,2.7,4.3,7.7,8.0,10.0,6.7,9.0,3.3,7.0,4.0,6.0,,,
2017,03,7.3,8.7,4.7,3.3,4.3,6.0,4.3,4.0,4.3,6.3,2.7,3.7,1.7,3.7,5.0,3.0,5.7,8.7,5.3,4.3,4.0,4.7,1.0,3.3,2.3,2.3,2.3,3.7,6.3,2.7,2.7
2017,04,2.7,4.0,4.0,3.3,4.0,5.0,5.7,2.7,2.0,4.7,4.0,5.7,4.0,3.3,6.0,5.0,3.0,4.3,6.3,4.3,4.7,4.7,5.3,3.7,5.7,4.0,2.3,5.0,3.7,5.3,
2017,05,5.7,4.3,4.0,3.7,3.7,2.7,3.7,4.3,3.7,3.0,2.7,2.7,2.3,3.0,2.0,1.7,2.7,2.3,4.0,4.3,3.7,1.7,2.7,5.7,3.0,3.3,2.3,3.3,2.0,3.3,4.0
2017,06,2.3,2.3,2.7,3.7,3.0,5.0,7.0,3.0,4.3,3.0,3.0,5.0,3.7,2.3,2.3,5.3,5.7,2.3,2.3,3.3,3.3,4.3,4.3,4.7,4.7,4.7,3.3,2.7,5.3,6.7,
2017,07,6.3,4.0,3.0,3.0,2.3,2.3,4.7,4.0,2.3,4.0,4.3,6.0,4.0,2.3,3.7,3.0,3.3,3.0,2.7,3.3,2.3,3.7,4.0,3.7,6.0,4.7,5.0,4.0,3.3,4.0,2.7
2017,08,3.0,4.0,2.7,4.0,4.0,3.0,2.7,4.3,3.3,4.0,4.3,5.7,3.7,2.3,3.3,3.0,2.7,2.7,4.3,3.3,3.7,3.3,2.3,2.0,2.3,2.0,3.7,3.0,2.0,2.7,4.3
2017,09,5.3,3.7,4.0,4.0,3.7,6.3,4.7,6.0,4.3,3.0,4.0,5.3,7.7,6.7,4.7,1.7,2.3,4.0,2.3,2.7,2.7,2.0,3.3,2.0,2.0,4.3,3.0,1.7,3.0,2.7,
2017,10,2.0,3.7,5.0,6.0,7.3,7.0,7.0,4.7,4.7,6.0,6.3,6.0,4.3,4.0,2.7,4.3,2.0,1.3,1.7,1.7,3.0,4.7,4.0,4.0,6.3,4.7,6.3,8.7,10.0,5.7,4.7
2017,11,6.3,5.7,3.3,2.0,1.3,3.3,3.0,3.7,3.0,8.0,6.7,4.0,3.0,4.7,2.7,2.3,3.3,6.0,7.7,7.0,6.0,4.3,1.7,3.0,3.3,6.3,8.0,5.7,1.3,3.3,
2017,12,1.7,2.0,5.3,5.7,6.7,6.0,4.7,5.7,9.3,5.3,3.0,6.7,5.3,9.3,4.3,3.0,4.0,1.7,3.7,3.0,5.7,4.0,6.7,7.7,4.0,3.7,2.7,5.7,6.3,5.7,6.7
